YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,11,7,AS,436,N565AS,PDX,LAX,1330,1417,47,11,1428,130,128,106,834,1614,11,1540,1625,45,0,0,,0,0,0,45,0
2015,1,11,7,AS,494,N797AS,SEA,SAN,1330,1328,-2,19,1347,158,161,139,1050,1606,3,1608,1609,1,0,0,,,,,,
2015,1,11,7,AS,610,N462AS,SEA,LAS,1330,1523,113,20,1543,155,141,113,867,1736,8,1605,1744,99,0,0,,99,0,0,0,0
2015,1,11,7,B6,308,N258JB,JFK,PWM,1330,1355,25,15,1410,70,65,48,273,1458,2,1440,1500,20,0,0,,0,0,20,0,0
2015,1,11,7,B6,431,N519JB,LGA,SRQ,1330,1321,-9,18,1339,191,176,156,1047,1615,2,1641,1617,-24,0,0,,,,,,
2015,1,11,7,DL,811,N903DA,ATL,TPA,1330,1332,2,17,1349,85,83,62,406,1451,4,1455,1455,0,0,0,,,,,,
2015,1,11,7,DL,995,N355NB,FLL,LGA,1330,1324,-6,14,1338,178,159,139,1076,1557,6,1628,1603,-25,0,0,,,,,,
2015,1,11,7,DL,1125,N907DE,IAD,ATL,1330,1328,-2,16,1344,116,120,95,534,1519,9,1526,1528,2,0,0,,,,,,
2015,1,11,7,DL,1159,N917DL,ATL,BUF,1330,1326,-4,17,1343,119,105,85,712,1508,3,1529,1511,-18,0,0,,,,,,
2015,1,11,7,DL,1208,N396DA,PDX,SLC,1330,1324,-6,10,1334,103,98,81,630,1555,7,1613,1602,-11,0,0,,,,,,
2015,1,11,7,DL,2169,N519US,MCO,ATL,1330,1328,-2,11,1339,96,85,68,404,1447,6,1506,1453,-13,0,0,,,,,,
2015,1,11,7,DL,1519,N338NW,PBI,DTW,1330,1323,-7,22,1345,181,179,152,1086,1617,5,1631,1622,-9,0,0,,,,,,
2015,1,11,7,DL,1803,N917DN,RDU,ATL,1330,1327,-3,13,1340,95,84,65,356,1445,6,1505,1451,-14,0,0,,,,,,
2015,1,11,7,DL,1876,N651DL,LAX,DTW,1330,1327,-3,29,1356,267,276,241,1979,2057,6,2057,2103,6,0,0,,,,,,
2015,1,11,7,DL,1916,N530US,DEN,ATL,1330,1323,-7,15,1338,170,164,140,1199,1758,9,1820,1807,-13,0,0,,,,,,
2015,1,11,7,DL,2425,N946DL,OMA,ATL,1330,1326,-4,14,1340,134,133,112,821,1632,7,1644,1639,-5,0,0,,,,,,
2015,1,11,7,DL,2586,N941DL,MIA,MSP,1330,1333,3,27,1400,244,226,193,1501,1613,6,1634,1619,-15,0,0,,,,,,
2015,1,11,7,EV,2569,N903EV,LIT,DFW,1330,,,,,80,,,304,,,1450,,,0,1,A,,,,,
2015,1,11,7,EV,4202,N26141,COS,DEN,1330,1325,-5,6,1331,48,29,17,73,1348,6,1418,1354,-24,0,0,,,,,,
2015,1,11,7,EV,4306,N16178,IAH,GPT,1330,1552,142,21,1613,74,83,55,376,1708,7,1444,1715,151,0,0,,9,0,142,0,0
2015,1,11,7,EV,4394,N11535,ELP,IAH,1330,1321,-9,19,1340,112,121,92,667,1612,10,1622,1622,0,0,0,,,,,,
2015,1,11,7,EV,5023,N933EV,ATL,CHA,1330,1326,-4,10,1336,41,41,27,106,1403,4,1411,1407,-4,0,0,,,,,,
2015,1,11,7,EV,5074,N391CA,LGA,BHM,1330,1619,169,15,1634,169,151,132,866,1746,4,1519,1750,151,0,0,,0,0,151,0,0
2015,1,11,7,EV,5939,N33182,ORD,SAV,1330,1325,-5,26,1351,125,133,103,773,1634,4,1635,1638,3,0,0,,,,,,
2015,1,11,7,HA,55,N583HA,LAX,OGG,1330,1350,20,16,1406,340,326,306,2486,1712,4,1710,1716,6,0,0,,,,,,
2015,1,11,7,MQ,3281,N514MQ,CMH,LGA,1330,1326,-4,9,1335,98,87,70,479,1445,8,1508,1453,-15,0,0,,,,,,
2015,1,11,7,MQ,3663,N641MQ,ORD,DTW,1330,,,,,77,,,235,,,1547,,,0,1,C,,,,,
2015,1,11,7,OO,2698,N944SW,PHX,PSP,1330,1322,-8,20,1342,70,71,45,261,1327,6,1340,1333,-7,0,0,,,,,,
2015,1,11,7,UA,242,N408UA,SFO,BOS,1331,1346,15,26,1412,338,334,303,2704,2215,5,2209,2220,11,0,0,,,,,,
2015,1,11,7,OO,5654,N292SW,SFO,MRY,1331,1613,162,33,1646,46,57,21,77,1707,3,1417,1710,173,0,0,,11,0,0,162,0
2015,1,11,7,UA,1424,N37277,SAN,SFO,1331,1412,41,20,1432,96,98,68,447,1540,10,1507,1550,43,0,0,,9,0,0,34,0
2015,1,11,7,AA,976,N4WMAA,IAH,DFW,1331,1330,-1,20,1350,73,84,46,224,1436,18,1444,1454,10,0,0,,,,,,
2015,1,11,7,NK,511,N516NK,LAS,SAN,1331,1324,-7,22,1346,65,83,56,258,1442,5,1436,1447,11,0,0,,,,,,
2015,1,11,7,OO,5183,N986CA,FAR,DEN,1331,1324,-7,10,1334,123,116,99,627,1413,7,1434,1420,-14,0,0,,,,,,
2015,1,11,7,AA,1083,N4WLAA,AUS,DFW,1332,1327,-5,12,1339,63,68,43,190,1422,13,1435,1435,0,0,0,,,,,,
2015,1,11,7,AS,62,N584AS,KTN,SEA,1332,1319,-13,7,1326,103,104,90,680,1556,7,1615,1603,-12,0,0,,,,,,
2015,1,11,7,AS,65,N767AS,JNU,ANC,1332,1323,-9,19,1342,109,103,81,571,1503,3,1521,1506,-15,0,0,,,,,,
2015,1,11,7,DL,1782,N326NB,MIA,LGA,1332,1330,-2,28,1358,178,185,149,1096,1627,8,1630,1635,5,0,0,,,,,,
2015,1,11,7,F9,723,N939FR,DCA,DEN,1332,1326,-6,16,1342,242,236,215,1476,1517,5,1534,1522,-12,0,0,,,,,,
2015,1,11,7,HA,152,N492HA,OGG,ITO,1332,1331,-1,7,1338,37,36,24,121,1402,5,1409,1407,-2,0,0,,,,,,
2015,1,11,7,OO,4610,N822SK,SEA,PHX,1332,1331,-1,23,1354,170,169,142,1107,1716,4,1722,1720,-2,0,0,,,,,,
2015,1,11,7,UA,523,N844UA,DFW,DEN,1332,1336,4,14,1350,130,110,91,641,1421,5,1442,1426,-16,0,0,,,,,,
2015,1,11,7,UA,1671,N76504,PDX,SFO,1333,1338,5,13,1351,108,115,99,550,1530,3,1521,1533,12,0,0,,,,,,
2015,1,11,7,DL,1804,N587NW,FLL,DTW,1333,1330,-3,13,1343,191,165,146,1127,1609,6,1644,1615,-29,0,0,,,,,,
2015,1,11,7,EV,4677,N19966,IAH,SDF,1333,1340,7,22,1402,131,129,101,788,1643,6,1644,1649,5,0,0,,,,,,
2015,1,11,7,MQ,3153,N823MQ,TLH,DFW,1333,1353,20,9,1402,157,140,120,767,1502,11,1510,1513,3,0,0,,,,,,
2015,1,11,7,MQ,3334,N612MQ,PIA,ORD,1334,,,,,71,,,130,,,1445,,,0,1,C,,,,,
2015,1,11,7,NK,256,N614NK,RSW,BOS,1334,1347,13,12,1359,178,181,161,1249,1640,8,1632,1648,16,0,0,,3,0,13,0,0
2015,1,11,7,OO,4767,N804SK,LAX,OAK,1334,1553,139,13,1606,81,78,61,337,1707,4,1455,1711,136,0,0,,0,0,4,132,0
2015,1,11,7,UA,216,N810UA,SFO,SNA,1335,1339,4,13,1352,89,85,67,372,1459,5,1504,1504,0,0,0,,,,,,
2015,1,11,7,UA,391,N548UA,OGG,LAX,1335,1343,8,11,1354,317,308,290,2486,2044,7,2052,2051,-1,0,0,,,,,,
2015,1,11,7,UA,403,N529UA,SNA,ORD,1335,1338,3,11,1349,243,254,217,1726,1926,26,1938,1952,14,0,0,,,,,,
2015,1,11,7,OO,6449,N929EV,MSN,ORD,1335,1338,3,11,1349,52,44,26,108,1415,7,1427,1422,-5,0,0,,,,,,
2015,1,11,7,US,1847,N946UW,PHL,RDU,1335,1328,-7,19,1347,81,78,56,337,1443,3,1456,1446,-10,0,0,,,,,,
2015,1,11,7,US,1887,N756US,PHL,FLL,1335,1332,-3,13,1345,169,152,136,992,1601,3,1624,1604,-20,0,0,,,,,,
2015,1,11,7,VX,251,N840VA,LAS,SFO,1335,1359,24,20,1419,95,98,70,414,1529,8,1510,1537,27,0,0,,27,0,0,0,0
2015,1,11,7,WN,3771,N956WN,LAS,SJC,1335,1409,34,14,1423,85,76,57,386,1520,5,1500,1525,25,0,0,,0,0,4,21,0
2015,1,11,7,WN,1157,N704SW,LAS,TUS,1335,1354,19,17,1411,75,75,55,365,1606,3,1550,1609,19,0,0,,0,0,6,13,0
2015,1,11,7,WN,1629,N458WN,LAX,OAK,1335,1341,6,7,1348,75,66,55,337,1443,4,1450,1447,-3,0,0,,,,,,
2015,1,11,7,WN,705,N636WN,MCO,IND,1335,1341,6,10,1351,145,152,137,829,1608,5,1600,1613,13,0,0,,,,,,
2015,1,11,7,WN,979,N8630B,MDW,BWI,1335,1335,0,14,1349,110,104,83,611,1612,7,1625,1619,-6,0,0,,,,,,
2015,1,11,7,WN,2237,N427WN,MDW,DCA,1335,1340,5,12,1352,105,106,90,601,1622,4,1620,1626,6,0,0,,,,,,
2015,1,11,7,WN,2139,N8307K,MDW,LAS,1335,1333,-2,26,1359,245,246,214,1521,1533,6,1540,1539,-1,0,0,,,,,,
2015,1,11,7,WN,265,N412WN,MDW,PVD,1335,1335,0,8,1343,130,116,103,842,1626,5,1645,1631,-14,0,0,,,,,,
2015,1,11,7,WN,201,N401WN,MKE,LGA,1335,1327,-8,10,1337,140,114,97,738,1614,7,1655,1621,-34,0,0,,,,,,
2015,1,11,7,WN,380,N630WN,PHX,LAS,1335,1423,48,50,1513,65,104,48,255,1501,6,1340,1507,87,0,0,,87,0,0,0,0
2015,1,11,7,WN,278,N738CB,BWI,BHM,1335,1336,1,8,1344,130,122,111,682,1435,3,1445,1438,-7,0,0,,,,,,
2015,1,11,7,WN,799,N358SW,BWI,BOS,1335,1333,-2,9,1342,80,75,60,369,1442,6,1455,1448,-7,0,0,,,,,,
2015,1,11,7,WN,1058,N7745A,BWI,PBI,1335,1334,-1,9,1343,155,142,129,883,1552,4,1610,1556,-14,0,0,,,,,,
2015,1,11,7,WN,1603,N382SW,DEN,BOI,1335,1336,1,10,1346,115,111,97,649,1523,4,1530,1527,-3,0,0,,,,,,
2015,1,11,7,WN,134,N7742B,DEN,STL,1335,1344,9,11,1355,110,109,94,770,1629,4,1625,1633,8,0,0,,,,,,
2015,1,11,7,WN,2082,N235WN,SFO,SNA,1335,1637,182,18,1655,85,90,66,372,1801,6,1500,1807,187,0,0,,5,0,0,182,0
2015,1,11,7,WN,446,N371SW,SJC,LAX,1335,1413,38,11,1424,70,68,51,308,1515,6,1445,1521,36,0,0,,0,0,4,32,0
2015,1,11,7,WN,4200,N7744A,SJC,SAN,1335,1337,2,9,1346,75,77,64,417,1450,4,1450,1454,4,0,0,,,,,,
2015,1,11,7,WN,349,N8309C,SLC,LAS,1335,1528,113,12,1540,75,94,71,368,1551,11,1350,1602,132,0,0,,132,0,0,0,0
2015,1,11,7,WN,787,N8326F,STL,PHX,1335,1334,-1,10,1344,210,204,179,1262,1543,15,1605,1558,-7,0,0,,,,,,
2015,1,11,7,WN,122,N920WN,TPA,CAK,1335,1414,39,9,1423,140,126,113,894,1616,4,1555,1620,25,0,0,,0,0,0,25,0
2015,1,11,7,US,1994,N152UW,PHL,ORD,1335,1334,-1,12,1346,142,135,109,678,1435,14,1457,1449,-8,0,0,,,,,,
2015,1,11,7,AA,132,N4UBAA,DFW,PHL,1335,1334,-1,15,1349,183,183,164,1303,1733,4,1738,1737,-1,0,0,,,,,,
2015,1,11,7,AA,262,N3GFAA,RSW,DFW,1335,1352,17,14,1406,182,176,149,1017,1535,13,1537,1548,11,0,0,,,,,,
2015,1,11,7,AA,1032,N3JKAA,MIA,DTW,1335,1352,17,25,1417,186,205,155,1145,1652,25,1641,1717,36,0,0,,19,0,17,0,0
2015,1,11,7,AA,252,N3HFAA,DFW,DCA,1335,1353,18,15,1408,161,154,132,1192,1720,7,1716,1727,11,0,0,,,,,,
2015,1,11,7,AA,1144,N3DEAA,DFW,LGA,1335,1354,19,12,1406,189,181,162,1389,1748,7,1744,1755,11,0,0,,,,,,
2015,1,11,7,AA,1224,N3AYAA,DFW,EWR,1335,1339,4,15,1354,192,196,170,1372,1744,11,1747,1755,8,0,0,,,,,,
2015,1,11,7,AA,1415,N496AA,PIT,DFW,1335,1334,-1,12,1346,195,188,164,1067,1530,12,1550,1542,-8,0,0,,,,,,
2015,1,11,7,AA,1554,N3CPAA,SNA,DFW,1335,1434,59,14,1448,169,170,142,1205,1910,14,1824,1924,60,0,0,,1,0,56,3,0
2015,1,11,7,AA,2250,N3AXAA,DFW,PBI,1335,1622,167,11,1633,152,154,139,1102,1952,4,1707,1956,169,0,0,,2,0,0,167,0
2015,1,11,7,AS,120,N615AS,ANC,SEA,1335,1326,-9,11,1337,209,199,180,1448,1737,8,1804,1745,-19,0,0,,,,,,
2015,1,11,7,AS,123,N577AS,SEA,FAI,1335,1331,-4,22,1353,240,220,195,1533,1608,3,1635,1611,-24,0,0,,,,,,
2015,1,11,7,B6,205,N789JB,EWR,FLL,1335,1329,-6,15,1344,184,173,152,1065,1616,6,1639,1622,-17,0,0,,,,,,
2015,1,11,7,B6,716,N283JB,JAX,DCA,1335,1324,-11,9,1333,104,102,90,634,1503,3,1519,1506,-13,0,0,,,,,,
2015,1,11,7,DL,1651,N936DN,LAS,MSP,1335,1338,3,23,1401,195,187,157,1299,1838,7,1850,1845,-5,0,0,,,,,,
2015,1,11,7,DL,1654,N664DN,LAX,ATL,1335,1406,31,22,1428,251,253,221,1947,2109,10,2046,2119,33,0,0,,2,0,25,6,0
2015,1,11,7,DL,1790,N916DE,SAT,ATL,1335,1331,-4,9,1340,135,130,109,874,1629,12,1650,1641,-9,0,0,,,,,,
2015,1,11,7,EV,2558,N905EV,DFW,LCH,1335,1409,34,11,1420,70,67,50,295,1510,6,1445,1516,31,0,0,,0,0,0,31,0
2015,1,11,7,EV,4504,N17196,SAF,DEN,1335,1325,-10,15,1340,80,79,52,303,1432,12,1455,1444,-11,0,0,,,,,,
2015,1,11,7,EV,4687,N18556,EWR,CVG,1335,1337,2,17,1354,132,129,106,569,1540,6,1547,1546,-1,0,0,,,,,,
2015,1,11,7,EV,5043,N878AS,ERI,DTW,1335,1412,37,8,1420,70,46,33,164,1453,5,1445,1458,13,0,0,,,,,,
2015,1,11,7,MQ,3423,N641MQ,ORD,ALO,1335,1515,100,5,1520,68,56,43,234,1603,8,1443,1611,88,0,0,,0,0,0,65,23
2015,1,11,7,NK,561,N522NK,LAS,LAX,1335,1339,4,25,1404,69,79,44,236,1448,10,1444,1458,14,0,0,,,,,,
2015,1,11,7,OO,2724,N899SK,PHX,MCI,1335,1406,31,14,1420,155,141,123,1044,1723,4,1710,1727,17,0,0,,0,0,17,0,0
2015,1,11,7,OO,4452,N807SK,OAK,LAX,1335,1332,-3,15,1347,80,92,63,337,1450,14,1455,1504,9,0,0,,,,,,
2015,1,11,7,OO,4702,N548CA,LAX,SMF,1335,1333,-2,19,1352,88,84,61,373,1453,4,1503,1457,-6,0,0,,,,,,
2015,1,11,7,OO,6406,N910SW,EUG,SFO,1335,1358,23,21,1419,95,104,80,451,1539,3,1510,1542,32,0,0,,9,0,0,23,0
2015,1,11,7,B6,1209,N216JB,BOS,JAX,1336,1331,-5,13,1344,182,166,149,1010,1613,4,1638,1617,-21,0,0,,,,,,
2015,1,11,7,DL,2046,N655DL,ATL,PHX,1336,1335,-1,13,1348,257,240,224,1587,1532,3,1553,1535,-18,0,0,,,,,,
2015,1,11,7,EV,4867,N13975,ORD,ELM,1336,1417,41,29,1446,98,107,73,566,1659,5,1614,1704,50,0,0,,9,0,41,0,0
2015,1,11,7,OO,5165,N934SW,ORD,CHS,1336,1342,6,19,1401,132,136,110,760,1651,7,1648,1658,10,0,0,,,,,,
2015,1,11,7,OO,6298,N951SW,MOT,DEN,1336,1412,36,12,1424,117,112,92,604,1456,8,1433,1504,31,0,0,,0,0,0,31,0
2015,1,11,7,OO,6302,N578SW,LAX,PSP,1336,1405,29,15,1420,61,52,34,110,1454,3,1437,1457,20,0,0,,0,0,0,20,0
2015,1,11,7,OO,6482,N941SW,ISN,DEN,1336,1334,-2,26,1400,115,123,89,576,1429,8,1431,1437,6,0,0,,,,,,
2015,1,11,7,DL,322,N689DL,SJU,ATL,1337,1332,-5,11,1343,243,228,208,1547,1611,9,1640,1620,-20,0,0,,,,,,
2015,1,11,7,DL,2210,N750AT,HNL,SEA,1337,1344,7,22,1406,350,341,313,2677,2119,6,2127,2125,-2,0,0,,,,,,
2015,1,11,7,DL,2501,N366NB,GEG,MSP,1337,1333,-4,20,1353,166,166,141,1175,1814,5,1823,1819,-4,0,0,,,,,,
2015,1,11,7,EV,5419,N850AS,ATL,LEX,1337,1336,-1,12,1348,72,66,49,304,1437,5,1449,1442,-7,0,0,,,,,,
2015,1,11,7,AA,162,N5DHAA,HNL,LAX,1338,1339,1,23,1402,325,344,307,2556,2109,14,2103,2123,20,0,0,,20,0,0,0,0
2015,1,11,7,B6,844,N374JB,CHS,DCA,1338,1337,-1,8,1345,78,77,66,444,1451,3,1456,1454,-2,0,0,,,,,,
2015,1,11,7,EV,5354,N936EV,TVC,DTW,1338,1340,2,17,1357,72,65,41,207,1438,7,1450,1445,-5,0,0,,,,,,
2015,1,11,7,OO,6287,N915SW,SFO,SBA,1338,1611,153,23,1634,71,70,44,262,1718,3,1449,1721,152,0,0,,0,0,0,152,0
2015,1,11,7,UA,1461,N77296,EWR,IAH,1339,1340,1,18,1358,240,253,222,1400,1640,13,1639,1653,14,0,0,,,,,,
2015,1,11,7,UA,1543,N33286,SMF,DEN,1339,1425,46,11,1436,140,136,118,909,1734,7,1659,1741,42,0,0,,0,0,9,33,0
2015,1,11,7,B6,748,N517JB,LAS,JFK,1339,1649,190,26,1715,290,284,255,2248,30,3,2129,33,184,0,0,,0,0,184,0,0
2015,1,11,7,DL,984,N362NW,MSY,LAX,1339,1337,-2,13,1350,261,266,228,1670,1538,25,1600,1603,3,0,0,,,,,,
2015,1,11,7,DL,2107,N955AT,ATL,DAL,1339,1335,-4,9,1344,145,124,111,721,1435,4,1504,1439,-25,0,0,,,,,,
2015,1,11,7,DL,2108,N922DX,DEN,MSP,1339,1331,-8,24,1355,120,125,95,680,1630,6,1639,1636,-3,0,0,,,,,,
2015,1,11,7,EV,5006,N922EV,ATL,DHN,1339,1329,-10,9,1338,58,44,33,170,1311,2,1337,1313,-24,0,0,,,,,,
2015,1,11,7,EV,5059,N751EV,ATL,GNV,1339,1334,-5,9,1343,71,64,51,300,1434,4,1450,1438,-12,0,0,,,,,,
2015,1,11,7,EV,5171,N132EV,MGM,ATL,1339,1808,269,20,1828,55,59,29,147,1957,10,1534,2007,273,0,0,,4,0,260,9,0
2015,1,11,7,EV,5378,N752EV,ATL,RST,1339,1328,-11,13,1341,151,140,124,831,1445,3,1510,1448,-22,0,0,,,,,,
2015,1,11,7,MQ,2940,N616MQ,CHS,DFW,1339,1352,13,9,1401,196,193,164,987,1545,20,1555,1605,10,0,0,,,,,,
2015,1,11,7,OO,6490,N973SW,SFO,PSP,1339,1353,14,17,1410,88,92,68,421,1518,7,1507,1525,18,0,0,,4,0,0,14,0
2015,1,11,7,UA,1256,N38467,LAX,IAH,1340,1341,1,13,1354,189,185,156,1379,1830,16,1849,1846,-3,0,0,,,,,,
2015,1,11,7,US,1713,N576UW,SFO,PHL,1340,1411,31,16,1427,311,310,290,2521,2217,4,2151,2221,30,0,0,,0,0,0,30,0
2015,1,11,7,US,1864,N680AW,PHL,CLT,1340,1642,182,28,1710,105,109,70,449,1820,11,1525,1831,186,0,0,,4,0,3,179,0
2015,1,11,7,US,553,N626AW,SLC,PHX,1340,1349,9,17,1406,94,94,72,507,1518,5,1514,1523,9,0,0,,,,,,
2015,1,11,7,US,660,N660AW,EWR,PHX,1340,1338,-2,13,1351,324,314,297,2133,1648,4,1704,1652,-12,0,0,,,,,,
2015,1,11,7,US,680,N653AW,PHX,DCA,1340,1347,7,15,1402,248,235,216,1979,1938,4,1948,1942,-6,0,0,,,,,,
2015,1,11,7,US,686,N913US,PHL,PHX,1340,1336,-4,16,1352,322,304,284,2075,1636,4,1702,1640,-22,0,0,,,,,,
2015,1,11,7,VX,486,N842VA,LAX,LAS,1340,1457,77,8,1505,65,73,54,236,1559,11,1445,1610,85,0,0,,85,0,0,0,0
2015,1,11,7,VX,906,N528VA,SFO,LAS,1340,,,,,90,,,414,,,1510,,,0,1,A,,,,,
2015,1,11,7,WN,2238,N443WN,LAX,STL,1340,1427,47,16,1443,210,211,190,1592,1953,5,1910,1958,48,0,0,,1,0,2,45,0
2015,1,11,7,WN,573,N262WN,MCI,LAS,1340,1433,53,15,1448,195,184,164,1139,1532,5,1455,1537,42,0,0,,39,0,0,3,0
2015,1,11,7,WN,294,N8316H,MDW,BUF,1340,1341,1,16,1357,85,82,61,468,1558,5,1605,1603,-2,0,0,,,,,,
2015,1,11,7,WN,4195,N737JW,MDW,HOU,1340,1341,1,12,1353,175,168,149,937,1622,7,1635,1629,-6,0,0,,,,,,
2015,1,11,7,WN,3054,N467WN,OAK,LAX,1340,1421,41,13,1434,75,75,58,337,1532,4,1455,1536,41,0,0,,0,0,14,27,0
2015,1,11,7,WN,4181,N476WN,OAK,PDX,1340,1339,-1,11,1350,100,94,80,543,1510,3,1520,1513,-7,0,0,,,,,,
2015,1,11,7,WN,4175,N784SW,OAK,SAN,1340,1338,-2,7,1345,85,79,68,446,1453,4,1505,1457,-8,0,0,,,,,,
2015,1,11,7,WN,1954,N760SW,PHX,SAT,1340,1445,65,13,1458,120,121,105,843,1743,3,1640,1746,66,0,0,,1,0,15,50,0
2015,1,11,7,WN,862,N619SW,CMH,MCO,1340,1357,17,8,1405,135,129,113,802,1558,8,1555,1606,11,0,0,,,,,,
2015,1,11,7,WN,690,N639SW,DAY,BWI,1340,1431,51,33,1504,85,98,60,406,1604,5,1505,1609,64,0,0,,13,0,6,45,0
2015,1,11,7,WN,4654,N748SW,GRR,RSW,1340,1426,46,9,1435,195,171,158,1147,1713,4,1655,1717,22,0,0,,0,0,0,22,0
2015,1,11,7,WN,2551,N952WN,HOU,EWR,1340,1342,2,14,1356,195,197,175,1411,1751,8,1755,1759,4,0,0,,,,,,
2015,1,11,7,WN,544,N8655D,HOU,LAS,1340,1439,59,8,1447,205,199,182,1235,1549,9,1505,1558,53,0,0,,0,0,0,0,53
2015,1,11,7,WN,558,N742SW,LAS,MCI,1340,1616,156,10,1626,165,154,139,1139,2045,5,1825,2050,145,0,0,,0,0,4,141,0
2015,1,11,7,WN,2217,N772SW,SAN,BWI,1340,1415,35,19,1434,285,284,261,2295,2155,4,2125,2159,34,0,0,,0,0,17,17,0
2015,1,11,7,WN,1297,N7723E,SAT,STL,1340,1337,-3,7,1344,120,110,99,786,1523,4,1540,1527,-13,0,0,,,,,,
2015,1,11,7,WN,462,N945WN,SEA,OAK,1340,1408,28,18,1426,120,115,90,671,1556,7,1540,1603,23,0,0,,14,0,0,9,0
2015,1,11,7,WN,2053,N625SW,STL,BWI,1340,1343,3,11,1354,115,110,95,738,1629,4,1635,1633,-2,0,0,,,,,,
2015,1,11,7,WN,1069,N602SW,STL,DAL,1340,1347,7,10,1357,105,105,90,546,1527,5,1525,1532,7,0,0,,,,,,
2015,1,11,7,AA,1181,N3FGAA,DFW,LAS,1340,1338,-2,74,1452,179,231,148,1055,1520,9,1439,1529,50,0,0,,50,0,0,0,0
2015,1,11,7,AA,1304,N4YNAA,DFW,DAY,1340,1335,-5,16,1351,128,127,103,861,1634,8,1648,1642,-6,0,0,,,,,,
2015,1,11,7,AA,1280,N3CHAA,PHX,EWR,1340,1338,-2,21,1359,276,267,241,2133,2000,5,2016,2005,-11,0,0,,,,,,
2015,1,11,7,AA,2221,N3ABAA,PBI,DFW,1340,1336,-4,21,1357,198,208,165,1102,1542,22,1558,1604,6,0,0,,,,,,
2015,1,11,7,B6,506,N632JB,FLL,EWR,1340,1344,4,16,1400,175,172,150,1065,1630,6,1635,1636,1,0,0,,,,,,
2015,1,11,7,B6,1166,N641JB,RSW,BOS,1340,1339,-1,14,1353,181,180,158,1249,1631,8,1641,1639,-2,0,0,,,,,,
2015,1,11,7,DL,768,N552NW,ATL,PBI,1340,1423,43,13,1436,109,96,81,545,1557,2,1529,1559,30,0,0,,0,0,30,0,0
2015,1,11,7,DL,1136,N616DL,ATL,RSW,1340,1338,-2,40,1418,102,119,75,515,1533,4,1522,1537,15,0,0,,15,0,0,0,0
2015,1,11,7,DL,2220,N607AT,ATL,OKC,1340,1337,-3,12,1349,141,126,110,761,1439,4,1501,1443,-18,0,0,,,,,,
2015,1,11,7,DL,1363,N940DL,ATL,TUL,1340,1336,-4,10,1346,134,115,102,674,1428,3,1454,1431,-23,0,0,,,,,,
2015,1,11,7,DL,1458,N533US,RSW,ATL,1340,1340,0,9,1349,113,97,76,515,1505,12,1533,1517,-16,0,0,,,,,,
2015,1,11,7,DL,1534,N948DN,ATL,IND,1340,1617,157,20,1637,93,91,62,432,1739,9,1513,1748,155,0,0,,0,0,155,0,0
